verb	label	sentence	start_char	end_char
expresses	STATIVE	Penny Perrick regrets (January 11) that “There is no word in English to describe that particular, special sort of pride that one feels in the achievements of one's children.” But the verb kvell , which exactly expresses that emotion, is already (like other Yiddish loanwords, such as chutzpah, meshugga and nosh ) to be found in the Supplement to the Oxford-English Dictionary .	210	218
referring	DYNAMIC	The rationale behind referring to them as “lost” arises from the author's observation of an unfortunate state of affairs: because of an increasingly widespread lack of familiarity with the basic, structural elements of our culture—Greek and Roman mythology, the Bible, literature, and ordinary historical fact—people today are unable to discern the origins of terms like aphrodisiac, Achilles [sic] heel or tendon, meet one's Waterloo, sow dragon's teeth , and hand-writing on the wall , to name a few.	21	29
covered	STATIVE	Between these is an occasional flash of useful wisdom, much of it pretty well covered by other books of this type (which seem to be proliferating).	78	84
borrowed	DYNAMIC	As for stalemate , which is related to checkmate , would it not have been important to indicate that the - mate part has nothing to do with English, having been borrowed from checkmate which is a loanword from Persian (and has nothing to do with check , either).	161	168
got	STATIVE	When you straddle a horse, you've got one leg on either side of the animal.	34	36
straddles	DYNAMIC	When a politican straddles an issue, he's in much the same position.	17	25
marked	STATIVE	Not all entries contain misleading, dull, or incorrect information, but those that do not are marked by a lack of originality.	94	99
prepared	DYNAMIC	Most prominent among its earliest practitioners in England was Joseph Wright, who prepared the six-volume English Dialect Dictionary , which was published between 1898 and 1905; the best-known contemporary British specialist is Harold Orton.	82	89
investigated	STATIVE	In America, work proceeded space during the 1930s, largely under the direction of Raven McDavid, Hans Kurath, and, later, Harold Allen; more recently, Lee Pedersen and others have investigated American English dialects.	180	191
extracted	STATIVE	The present book is extracted from the two major works that resulted from the Survey, The Linguistic Atlas of England (1978) and A Word Geography of England (1974), both under the direction of Harold Orton, aided by Sanderson and Widdowson in the latter effort.	20	28
selected	DYNAMIC	The 100 maps selected for representation from the Survey yield information on several hundred words, some of which are clear variants, others quite different lexical entities.	13	20
shows	STATIVE	Map 33 shows the distribution of child (most of southern England) and of bairn (north of a slightly wavy line between Boston, on the Wash to the east, and Lancaster, on the west coast).	7	11
set	STATIVE	The maps are clear, each occupying a full page, and the word information is well set forth on them.	81	83
drawn	STATIVE	These are drawn to run midway between/ localities which were shown by the Survey of English Dialects to use the different words or pronunciations which are the subject of the map.	10	14
emphasized	DYNAMIC	The importance of dialect is emphasized regularly in the press, where we read about people being killed, as in parts of India, because they use the wrong shibboleths.	29	38
styled	STATIVE	It is not at once apparent why the book is styled an “almanac,” but that is unimportant: there is no other book I know of that contains as much diverse information about American writers as this one.	43	48
make	STATIVE	Its readability and organization make it suitable for browsing—even for reading straight through—so in that respect, at least, it does not resemble books in the “Oxford Companion” series.	33	36
related	DYNAMIC	A handful might have led colorful existences, some are objects of interest because they died early, committed suicide, were related to (other) famous people, and so forth; but such information seldom reveals as much about their output as do the creations themselves, and in certain cases one is probably better off not knowing quite so much.	124	130
appears	STATIVE	This book appears to have been diligently researched and has much to recommend it as an adjunct to most libraries, public and private, large and small, general and specialized.	10	16
like	DYNAMIC	I would like to make a couple of comments on articles in the Autumn 1988 issue [XV,2].	8	11
dates	STATIVE	Incidentally, I seem to recall reading somewhere that skins as slang for `dollars' dates from frontier days when trappers used animal skins as currency, and is therefore much older than early 20th-century Harlem.	83	87
keep	STATIVE	-- Donna Because teaching a man to fish will keep him fed for his entire life.	45	48
face	STATIVE	-- Cornell Each year, we help thousands of people who face tremendous obstacles.	54	57
face	STATIVE	A robust economy helps by providing job opportunities, but to be honest, most of the people who aren't working today are quite simply the ones who face the greatest obstacles.	147	150
provide	DYNAMIC	The kinds of services we provide help people deal with obstacles like health care, transportation and child care -problems that are big enough on their own without being compounded by factors like physical and mental disabilities, illiteracy and lack of job skills.	25	31
working	STATIVE	If I wasn't working here...I would be sad... Goodwill helps people get off of public assistance.	12	18
rise	DYNAMIC	Sherry learned through our Future Works class that she could rise out of the mire of the welfare system and support her family.	61	64
combined	DYNAMIC	He trained in desktop publishing and combined his enthusiastic work ethic with new-found skills in a burgeoning industry.	37	44
provides	DYNAMIC	Goodwill provides jobs at Goodwill.	9	16
call	STATIVE	His job objectives call for him to do it in 30.	19	22
called	DYNAMIC	"In their December, 1995 review of the nation's best charities, U.S. News & World Report called Goodwill one of the five ""Standout Good Guys."""	88	93
affect	DYNAMIC	While I appreciate U.S. News & World Report's endorsement, the true value of your support is measured by the way Goodwill takes on problems that affect all of us.	145	150
act	STATIVE	Parents act as role models of self-sufficiency instead of dependency.	8	10
confirms	DYNAMIC	once his tears have subsided, he confirms what his classmates have already figured out: he just received a job offer -- his first in five years.	33	40
takes	STATIVE	It takes a long time for him to gain the self-confidence to work elsewhere in the community.	3	7
leaves	DYNAMIC	He proudly leaves Goodwill to support himself.	11	16
like	DYNAMIC	Just like the respect we've earned from U.S. News & World Report.	5	8
do	STATIVE	Neither do the rest of us who feel the positive results of their success.	8	9
has	DYNAMIC	Everyone has.	9	12
keep	STATIVE	There are a lot of barriers that keep people from working: physical and mental disabilities, history of welfare dependency and lack of education or self-esteem.	33	36
continue	DYNAMIC	So our work must continue.	17	25
benefits	DYNAMIC	Everyone benefits from the work we do together.	9	16
felt	STATIVE	Michael Sims felt that way at age 39 -- the day he earned a job.	13	16
born	DYNAMIC	Michael was born with cerebral palsy.	12	15
lasted	STATIVE	His most recent job lasted only a year before cut-backs eliminated his position.	20	25
called	DYNAMIC	Finally, Michael called Goodwill.	17	22
provides	DYNAMIC	As the Clubhouse Monitor at Bent Tree Apartments, he now provides customer service for 50 to 60 tenants each night.	57	64
set	STATIVE	Now his goals are set on moving up in the company.	18	20
share	STATIVE	Like Michael, they share two common characteristics.	19	23
face	STATIVE	They face some barrier to employment and they want to work.	5	8
